Name of the Journal,Website URL
Journal of Integrative Oncology Open Access Journal,https://www.omicsonline.org/integrative-oncology.php
Journal of Kidney Open Access Journal,https://www.omicsonline.org/kidney.php
Journal of Leukemia Open Access Journal,https://www.omicsonline.org/leukemia.php
Journal of Liver Open Access Journal,https://www.omicsonline.org/liver.php
Journal of Liver: Disease & Transplantation Hybrid Open Access Journal,https://www.scitechnol.com/liver-disease-transplantation.php
Journal of Lung Cancer Diagnosis & Treatment Open Access Journal,https://www.omicsonline.org/lung-cancer-diagnosis-treatment.php
Journal of Lung Diseases & Treatment Open Access Journal,https://www.omicsonline.org/lung-diseases-treatment.php
Journal of Medical & Surgical Pathology Open Access Journal,https://www.omicsonline.org/medical-surgical-pathology.php
Journal of Medical Diagnostic Methods Open Access Journal,https://www.omicsonline.org/medical-diagnostic-methods.php
Journal of Medical Implants & Surgery Open Access Journal,https://www.omicsonline.org/medical-implants-surgery.php
Journal of Medical Oncology and Therapeutics ,http://www.alliedacademies.org/medical-oncology-therapeutics/
Journal of Medical Physics and Applied Sciences Open Access Journal,http://medicalphysics.imedpub.com/
Journal of Medical Physiology & Therapeutics ,https://www.omicsonline.org/medical-physiology-therapeutics.php
Journal of Medical Research & Health Education ,http://www.imedpub.com/medical-research-and-health-education/
Journal of Medical Toxicology and Clinical Forensic Medicine Open Access Journal,http://toxicology.imedpub.com/
Journal of Metabolic Syndrome Open Access Journal,https://www.omicsonline.org/metabolic-syndrome.php
Journal of Microbiology and Pathology ,https://www.omicsonline.org/journal-microbiology-pathology.php
Journal of Molecular Histology & Medical Physiology Open Access Journal,https://www.omicsonline.org/molecular-histology-medical-physiology.php
Journal of Morphology and Anatomy ,https://www.omicsonline.org/morphology-anatomy.php
Journal of MPE Molecular Pathological Epidemiology Open Access Journal,http://molecular-pathological-epidemiology.imedpub.com/
Journal of Neonatal Biology Open Access Journal,https://www.omicsonline.org/neonatal-biology.php
Journal of Neoplasm Open Access Journal,http://neoplasm.imedpub.com/
Journal of Nephrology & Renal Diseases Open Access Journal,https://www.scitechnol.com/nephrology-renal-diseases.php
Journal of Nephrology & Therapeutics Open Access Journal,https://www.omicsonline.org/nephrology-therapeutics.php
Journal of Novel Physiotherapies Open Access Journal,https://www.omicsonline.org/novel-physiotherapies.php
Journal of Nuclear Medicine & Radiation Therapy Open Access Journal,https://www.omicsonline.org/nuclear-medicine-radiation-therapy.php
Journal of Nutritional Disorders & Therapy Open Access Journal,https://www.omicsonline.org/nutritional-disorders-therapy.php
Journal of Obesity & Eating Disorders Open Access Journal,http://obesity.imedpub.com/
Journal of Obesity & Therapeutics Open Access Journal,https://www.scitechnol.com/obesity-therapeutics.php
Journal of Obesity & Weight Loss Therapy Open Access Journal,https://www.omicsonline.org/obesity-weight-loss-therapy.php
Journal of Obesity and Metabolism ,https://www.omicsonline.org/journal-obesity-metabolism.php
Journal of Odontology ,https://www.omicsonline.org/journal-odontology.php
Journal of Oncology Medicine & Practice Open Access Journal,https://www.omicsonline.org/oncology-medicine-practice.php
Journal of Oncology Research and Treatment Open Access Journal,https://www.omicsonline.org/advances-oncology-research-and-treatments.php
Journal of Oncology Translational Research Open Access Journal,https://www.omicsonline.org/guidelines-oncology-translational-research.php
"Journal of Oral Hygiene & Health Open Access Journal, Official Journal of Alexandria Oral Implantology Association, London School of Facial Orthotropics",https://www.omicsonline.org/oral-hygiene-and-health.php
Journal of Orthodontics & Endodontics Open Access Journal,http://orthodontics-endodontics.imedpub.com/
Journal of Orthopedic Oncology Open Access Journal,https://www.omicsonline.org/orthopedic-oncology.php
Journal of Osteoarthritis Open Access Journal,https://www.omicsonline.org/osteoarthritis.php
Journal of Osteoporosis and Physical Activity Open Access Journal,https://www.omicsonline.org/osteoporosis-and-physical-activity.php
Journal of Otology & Rhinology Hybrid Open Access Journal,https://www.scitechnol.com/otology-rhinology.php
Journal of Paediatric Medicine & Surgery ,https://www.omicsonline.org/paediatric-medicine-surgery.php
Journal of Pain Management & Medicine Open Access Journal,https://www.omicsonline.org/pain-management-medicine.php
Journal of Palliative Care & Medicine Open Access Journal,https://www.omicsonline.org/palliative-care-medicine.php
Journal of Perioperative Medicine ,https://www.omicsonline.org/journal-perioperative-medicine.php
Journal of Physiotherapy & Physical Rehabilitation Open Access Journal,https://www.omicsonline.org/physiotherapy-physical-rehabilitation.php
Journal of Pituitary Research & Treatment ,https://www.omicsonline.org/pituitary-research-treatment.php
Journal of Pregnancy and Child Health Open Access Journal,https://www.omicsonline.org/pregnancy-and-child-health.php
Journal of Preventive Medicine Open Access Journal,http://preventive-medicine.imedpub.com
Journal of Prostate Cancer Open Access Journal,https://www.omicsonline.org/prostate-cancer.php
Journal of Pulmonary & Respiratory Medicine Open Access Journal,https://www.omicsonline.org/pulmonary-respiratory-medicine.php
Journal of Pulmonary Medicine Open Access Journal,https://www.scitechnol.com/pulmonary-medicine.php
Journal of Pulmonology and Respiratory Diseases ,https://www.omicsonline.org/pulmonology-respiratory-diseases.php
Journal of Rare Disorders: Diagnosis & Therapy ,http://raredisorders.imedpub.com/
Journal of Regenerative Medicine Hybrid Open Access Journal,https://www.scitechnol.com/regenerative-medicine.php
Journal of Sexual & Reproductive Medicine subscription,http://www.pulsus.com/journals/sexual-reproductive-medicine.html
Journal of Sports Medicine & Doping Studies Open Access Journal,https://www.omicsonline.org/sports-medicine-doping-studies.php
Journal of Steroids & Hormonal Science Open Access Journal,https://www.omicsonline.org/steroids-hormonal-science.php
Journal of Surgery and Emergency Medicine Open Access Journal,http://www.imedpub.com/surgery-and-emergency-medicine/
Journal of Surgery [Jurnalul de Chirurgie] Open Access Journal,https://www.omicsonline.org/surgery.php
Journal of Thrombosis and Circulation: Open Access Open Access Journal,https://www.omicsonline.org/thrombosis-circulation-open-access.php
Journal of Thyroid Disorders & Therapy Open Access Journal,https://www.omicsonline.org/thyroid-disorders-therapy.php
Journal of Traditional Medicine & Clinical Naturopathy Open Access Journal,https://www.omicsonline.org/homeopathy-ayurvedic-medicine.php
Journal of Transplantation Technologies & Research Open Access Journal,https://www.omicsonline.org/transplantation-technologies-research.php
Journal of Trauma & Treatment Open Access Journal,https://www.omicsonline.org/trauma-treatment.php
Journal of Trauma and Critical Care ,http://www.alliedacademies.org/trauma-and-critical-care/
Journal of Tumor Research Open Access Journal,https://www.omicsonline.org/tumor-diagnostics-reports.php
Journal of Tumour Research & Reports Open Access Journal,https://www.omicsonline.org/journal-tumour-research-reports.php
Journal of Vascular and Endovascular Therapy Open Access Journal,http://vascular-endovascular-therapy.imedpub.com
Journal of Vascular Medicine & Surgery Open Access Journal,https://www.omicsonline.org/vascular-medicine-surgery.php
"Journal of Womens Health, Issues and Care Hybrid Open Access Journal",https://www.scitechnol.com/womens-health-issues-care.php
"Journal of Yoga & Physical Therapy Open Access Journal, Official Journal of Yoga Federation of Russia and Hong Kong Yoga Association",https://www.omicsonline.org/yoga-physical-therapy.php
Malaria Control & Elimination Open Access Journal,https://www.omicsonline.org/malaria-chemotherapy-control-elimination.php
Maternal and pediatric nutrition Open Access Journal,https://www.omicsonline.org/maternal-pediatric-nutrition.php
Medical & Clinical Reviews Open Access Journal,http://medical-clinical-reviews.imedpub.com
Medical & Surgical Urology Open Access Journal,https://www.omicsonline.org/medical-surgical-urology.php
Medical case reports Open Access Journal,http://medical-case-reports.imedpub.com/
Medical Reports & Case Studies open-access,https://www.omicsonline.org/medical-reports-case-studies.php
Neuro-oncology: Open Access Open Access Journal,http://j-neurooncology.imedpub.com
Occupational Medicine & Health Affairs Open Access Journal,https://www.omicsonline.org/occupational-medicine-health-affairs.php
OMICS Journal of Radiology Open Access Journal,https://www.omicsonline.org/radiology.php
Oncology & Cancer Case Reports Open Access Journal,https://www.omicsonline.org/oncology-cancer-case-reports.php
Oral Health and Dental Management Open Access Journal Official Journal of London School of Facial Orthotropics,https://www.omicsonline.org/oral-health-dental-management.php
Oral Health Case Reports Open Access Journal,https://www.omicsonline.org/oral-health-case-reports.php
Orthopedic & Muscular System: Current Research Open Access Journal,https://www.omicsonline.org/orthopedic-muscular-system-current-research.php
Otolaryngology: Open Access Open Access Journal,https://www.omicsonline.org/otolaryngology-open-access.php
Pancreatic Disorders & Therapy Open Access Journal,https://www.omicsonline.org/pancreatic-disorders-therapy.php
Pediatric Care Open Access Journal,http://pediatrics.imedpub.com/
Pediatric Emergency Care and Medicine: Open Access Open Access Journal,http://pediatric-emergency-care.imedpub.com/
Pediatrics & Health Research ,http://www.imedpub.com/pediatrics-and-health-research/
Pediatrics & Therapeutics Open Access Journal,https://www.omicsonline.org/pediatrics-therapeutics.php
Periodontics and Prosthodontics Open Access Journal,http://periodontics-prosthodontics.imedpub.com/
Reconstructive Surgery & Anaplastology Open Access Journal,https://www.omicsonline.org/anaplastology.php
Reports in Cancer and Treatment ,http://www.rroij.com/reports-in-cancer-and-treatment.php
Reports in Disease Markers ,https://www.omicsonline.org/reports-in-disease-markers.php
Reports in Thyroid Research ,https://www.omicsonline.org/reports-thyroid-research.php
Reproductive System & Sexual Disorders: Current Research Open Access Journal,https://www.omicsonline.org/reproductive-system-sexual-disorders.php
Research & Reviews: Journal of Dental Sciences Open Access Journal,http://www.rroij.com/dental-sciences.php
Research & Reviews: Medical and Clinical Oncology ,http://www.rroij.com/medical-and-clinical-oncology.php
Research and Reports in Gastroenterology Open Access Journal,https://www.scitechnol.com/research-reports-gastroenterology.php
Research and Reports in Gynecology and Obstetrics ,http://www.alliedacademies.org/research-and-reports-in-gynecology-and-obstetrics/
Research and Reports in Medical Sciences Open Access Journal,https://www.omicsonline.org/research-and-reports-medical-sciences.php
Skin diseases & Skin Care Open Access Journal,http://skin-diseases-and-skin-care.imedpub.com/
Surgery: Current Research Official Journal of European Society of Aesthetic Surgery,https://www.omicsonline.org/surgery-current-research.php
Translational Medicine Open Access Journal,https://www.omicsonline.org/translational-medicine.php
Trauma & Acute Care Open Access Journal,http://trauma-acute-care.imedpub.com/
Tropical Medicine & Surgery Open Access Journal,https://www.omicsonline.org/tropical-medicine-and-surgery.php
Universal Surgery Open Access Journal,http://www.jusurgery.com/
World Journal of Pharmacology and Toxicology ,https://www.omicsonline.org/world-journal-of-pharmacology-toxicology.php
Abnormal and Behavioural Psychology Open Access Journal,https://www.omicsonline.org/abnormal-behavioural-psychology.php
Acta Psychopathologica Open Access Journal,http://psychopathology.imedpub.com/
Annals of Behavioural Science Open Access Journal,http://behaviouralscience.imedpub.com/
Autism-Open Access Official Journal of Autism Community Network,https://www.omicsonline.org/autism.php
Bipolar Disorder: Open Access Open Access Journal,https://www.omicsonline.org/bipolar-disorder.php
"Brain Disorders & Therapy Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/brain-disorders-therapy.php
Canadian IONM News Open Access Journal,http://www.andrewjohnpublishing.com/canadian-ionm-news/
Clinical Neuropsychology: Open Access Open Access Journal,https://www.omicsonline.org/clinical-neuropsychology.php
Clinical Psychiatry Open Access Journal,http://clinical-psychiatry.imedpub.com/
Dual Diagnosis: Open Access Open Access Journal,http://dual-diagnosis.imedpub.com
Epilepsy Journal Open Access Journal,https://www.omicsonline.org/epilepsy.php
Insights in Neurosurgery Open Access Journal,http://neurosurgery.imedpub.com/
Integrative Neuroscience Research ,http://www.alliedacademies.org/integrative-neuroscience-research/
International Journal of Emergency Mental Health and Human Resilience Open Access Journal,https://www.omicsonline.org/international-journal-of-emergency-mental-health-and-human-resilience.php
International Journal of Mental Health & Psychiatry Hybrid Open Access Journal,https://www.scitechnol.com/international-journal-of-mental-health-and-psychiatry.php
International Journal of Neurorehabilitation Open Access Journal,https://www.omicsonline.org/international-journal-of-neurorehabilitation.php
International Journal of School and Cognitive Psychology Open Access Journal,https://www.omicsonline.org/school-cognitive-psychology.php
Journal of Addiction Research & Therapy Open Access Journal,https://www.omicsonline.org/addiction-research-therapy.php
"Journal of Addictive Behaviors, Therapy & Rehabilitation Hybrid Open Access Journal",https://www.scitechnol.com/addictive-behaviors-therapy-rehabilitation.php
Journal of Alcoholism & Drug Dependence Official Journal of International Society of Addiction Medicine,https://www.omicsonline.org/alcoholism-and-drug-dependence.php
Journal of Alzheimers Disease & Parkinsonism Open Access Journal,https://www.omicsonline.org/alzheimers-disease-parkinsonism.php
Journal of Child and Adolescent Behaviour Open Access Journal,https://www.omicsonline.org/child-and-adolescent-behavior.php
Journal of Clinical & Experimental Neuroimmunology Open Access Journal,https://www.omicsonline.org/clinical-experimental-neuroimmunology.php
Journal of Clinical Neurology and Neurosurgery ,https://www.omicsonline.org/-journal-clinical-neurology-neurosurgery.php
Journal of Dementia ,https://www.omicsonline.org/journal-dementia.php
Journal of Depression and Anxiety Open Access Journal,https://www.omicsonline.org/depression-and-anxiety.php
Journal of Drug Abuse Open Access Journal,http://drugabuse.imedpub.com/
Journal of Forensic Psychology Open Access Journal,https://www.omicsonline.org/forensic-psychology.php
Journal of Mental Disorders and Treatment Open Access Journal,https://www.omicsonline.org/mental-disorders-treatment.php
Journal of Multiple Sclerosis Open Access Journal,https://www.omicsonline.org/multiple-sclerosis-open-access.php
Journal of Neuroinfectious Diseases Open Access Journal,https://www.omicsonline.org/neuroinfectious-diseases.php
Journal of Neuroinformatics and Neuroimaging ,http://www.alliedacademies.org/neuroinformatics-and-neuroimaging/
"Journal of Neurological Disorders Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/neurological-disorders.php
"Journal of Neurology & Neurophysiology Open Access Journal, Official Journal of Bulgarian Society of Neurology (Europe)",https://www.omicsonline.org/neurology-neurophysiology.php
Journal of Neurology and Neuroscience Open Access Journal,http://www.jneuro.com/
Journal of Neuropsychiatry Open Access Journal,http://neuropsychiatry.imedpub.com/
Journal of Neuroscience & Clinical Research Hybrid Open Access Journal,https://www.scitechnol.com/journal-of-neuroscience-and-clinical-research.php
Journal of Neuroscience and Neuropharmacology Open Access Journal,https://www.omicsonline.org/neurochemistry-neuropharmacology.php
Journal of Pediatric Neurological Disorders Open Access Journal,https://www.omicsonline.org/pediatric-neurological-disorders.php
Journal of Pediatric Neurology and Medicine Open Access Journal,https://www.omicsonline.org/pediatric-neurology.php
Journal of Psychiatry Open Access Journal,https://www.omicsonline.org/journal-of-psychiatry.php
Journal of Psychological Abnormalities Open Access Journal,https://www.omicsonline.org/psychological-abnormalities.php
"Journal of Psychology & Psychotherapy Open Access Journal, Official Journal of Psychology and Psychiatry for Adults & Children Association",https://www.omicsonline.org/psychology-psychotherapy.php
Journal of Sleep Disorders & Therapy Open Access Journal,https://www.omicsonline.org/sleep-disorders-therapy.php
Journal of Sleep Disorders : Treatment and Care Hybrid Open Access Journal,https://www.scitechnol.com/sleep-disorders-treatment-care.php
Journal of Spine Open Access Journal,https://www.omicsonline.org/spine.php
Journal of Spine & Neurosurgery Hybrid Open Access Journal,https://www.scitechnol.com/spine-neurosurgery.php
Journal of Translational Neurosciences Open Access Journal,http://translational-neuroscience.imedpub.com/
Journal of Traumatic Stress Disorders & Treatment Hybrid Open Access Journal,https://www.scitechnol.com/traumatic-stress-disorders-treatment.php
Neuroscience and Psychiatry: Open Access ,https://www.omicsonline.org/neuroscience-psychiatry.php
Research & Reviews: Neuroscience Open Access Journal,http://www.rroij.com/neuroscience.php
Spine Research Open Access Journal,http://spine.imedpub.com/
Stroke Research & Therapy Open Access Journal,http://stroke.imedpub.com/
The Neurologist: Clinical & Therapeutics Journal ,https://www.omicsonline.org/neurologist-clinical-therapeutics-journal.php
Advanced Practices in Nursing Open Access Journal,https://www.omicsonline.org/advanced-practices-nursing.php
Aerobics & Fitness Open Access Journal,https://www.omicsonline.org/aerobics-and-fitness.php
Diversity & Equality in Health and Care Open Access Journal,http://diversityhealthcare.imedpub.com/
Global Journal of Nursing & Forensic Studies Open Access Journal,https://www.omicsonline.org/global-journal-nursing-forensic-studies.php
Health & Medical Economics Open Access Journal,http://health-medical-economics.imedpub.com/
Health Care : Current Reviews Open Access Journal,https://www.omicsonline.org/health-care-reviews.php
Health Economics & Outcome Research: Open Access Open Access Journal,https://www.omicsonline.org/health-economics-outcome-research.php
Health Science Journal Open Access Journal,http://www.hsj.gr/
Health Systems and Policy Research Open Access Journal,http://www.hsprj.com/
Hospital & Medical Management Open Access Journal,http://hospital-medical-management.imedpub.com/
International Journal of Collaborative Research on Internal Medicine & Public Health Open Access Journal,http://internalmedicine.imedpub.com/
International Journal of Public Health and Safety Open Access Journal,https://www.omicsonline.org/public-health-safety.php
Journal of Community & Public Health Nursing Open Access Journal,https://www.omicsonline.org/community-public-health-nursing.php
Journal of Community Medicine & Health Education Open Access Journal,https://www.omicsonline.org/community-medicine-health-education.php
"Journal of Health Education Research & Development Open Access Journal, Official Journal of National Biosafety Association (ANBio)",https://www.omicsonline.org/health-education-research-and-development.php
Journal of Healthcare Communications Open Access Journal,http://healthcare-communications.imedpub.com/
Journal of Intensive and Critical Care Open Access Journal,http://criticalcare.imedpub.com/
Journal of Nursing & Care Open Access Journal,https://www.omicsonline.org/nursing-care.php
Journal of Patient Care Open Access Journal,https://www.omicsonline.org/patient-care.php
Journal of Perioperative & Critical Intensive Care Nursing Open Access Journal,https://www.omicsonline.org/critical-intesive-care-nursing.php
Journal of Physiotherapy Research ,http://www.imedpub.com/journal-physiotherapy-research/
Journal of Women's Health Care Open Access Journal,https://www.omicsonline.org/womens-health-care.php
Medical Safety & Global Health Open Access Journal,https://www.omicsonline.org/medical-safety-global-health.php
Primary Healthcare: Open Access Open Access Journal,https://www.omicsonline.org/primary-health-care-open-access.php
Quality in Primary Care Open Access Journal,http://primarycare.imedpub.com/
Research & Reviews: Journal of Medical and Health Sciences Open Access Journal,http://www.rroij.com/medical-and-health-sciences.php
Research & Reviews: Journal of Nursing and Health Sciences Open Access Journal,http://www.rroij.com/nursing-and-health-sciences.php
Advances in Pharmacoepidemiology & Drug Safety Open Access Journal,https://www.omicsonline.org/advances-in-pharmacoepidemiology-drug-safety.php
American Journal of Advanced Drug Delivery Open Access Journal,http://www.imedpub.com/advanced-drug-delivery/
American Journal of Drug Delivery and Therapeutics ,http://www.imedpub.com/drug-delivery-and-therapeutics/
American Journal of Pharmacology and Pharmacotherapeutics ,http://www.imedpub.com/pharmacology-and-pharmacotherapeutics/
Biochemistry & Pharmacology: Open Access Journal Open Access Journal,https://www.omicsonline.org/biochemistry-pharmacology-open-access.php
Biomarkers Journal Open Access Journal,http://biomarkers.imedpub.com/
Clinical Pharmacology & Biopharmaceutics Open Access Journal,https://www.omicsonline.org/clinical-pharmacology-biopharmaceutics.php
Clinical Pharmacology and Pharmacodynamics ,http://www.imedpub.com/clinical-pharmacology-and-pharmacodynamics/
Der Pharmacia Sinica ,http://www.imedpub.com/der-pharmacia-sinica/
Drug Designing: Open Access Open Access Journal,https://www.omicsonline.org/drug-designing.php
International Journal of Drug Development & Research Open Access Journal,http://www.ijddr.in/
International Journal of Research and Development in Pharmacy & Life Sciences Open Access Journal,https://www.omicsonline.org/research-and-development-in-pharmacy.php
Journal of Applied Pharmacy Open Access Journal,https://www.omicsonline.org/applied-pharmacy.php
Journal of Bioanalysis & Biomedicine Open Access Journal,https://www.omicsonline.org/bioanalysis-biomedicine.php
Journal of Bioequivalence & Bioavailability Official Journal of Association of Contract Research Organisations,https://www.omicsonline.org/bioequivalence-bioavailability.php
Journal of Clinical & Experimental Pharmacology Open Access Journal,https://www.omicsonline.org/clinical-experimental-pharmacology.php
Journal of Developing Drugs Open Access Journal,https://www.omicsonline.org/developing-drugs.php
Journal of Drug Metabolism & Toxicology Open Access Journal,https://www.omicsonline.org/drug-metabolism-toxicology.php
Journal of Forensic Toxicology & Pharmacology Hybrid Open Access Journal,https://www.scitechnol.com/forensic-toxicology-pharmacology.php
Journal of Formulation Science & Bioavailability ,https://www.omicsonline.org/formulation-science-bioavailability.php
Journal of Molecular Pharmaceutics & Organic Process Research Open Access Journal,https://www.omicsonline.org/molecular-pharmaceutics-organic-process-research.php
Journal of Nutraceuticals and Food Science Open Access Journal,http://nutraceuticals.imedpub.com
Journal of Pharmaceutical Care & Health Systems Open Access Journal,https://www.omicsonline.org/pharmaceutical-care-and-health-systems-open-access.php
Journal of Pharmaceutical Microbiology Open Access Journal,http://pharmaceutical-microbiology.imedpub.com/
Journal of Pharmaceutical Sciences & Emerging Drugs Hybrid Open Access Journal,https://www.scitechnol.com/pharmaceutical-sciences-emerging-drugs.php
Journal of Pharmaceutics & Drug Delivery Research Hybrid Open Access Journal,https://www.scitechnol.com/pharmaceutics-drug-delivery-research.php
"Journal of Pharmacogenomics & Pharmacoproteomics Open Access Journal, Official Journal of European Society of Pharmacogenomics and Theranostics",https://www.omicsonline.org/pharmacogenomics-pharmacoproteomics.php
Journal of Pharmacognosy & Natural Products Open Access Journal,https://www.omicsonline.org/pharmacognosy-natural-products.php
Journal of Pharmacokinetics & Experimental Therapeutics Open Access Journal,https://www.omicsonline.org/pharmacokinetics-and-experimental-therapeutics.php
Journal of Pharmacological Reports Open Access Journal,https://www.omicsonline.org/pharmacological-reports.php
Journal of Pharmacovigilance Open Access Journal,https://www.omicsonline.org/pharmacovigilance.php
Medicinal & Aromatic Plants Open Access Journal,https://www.omicsonline.org/medicinal-aromatic-plants.php
Pharmaceutica Analytica Acta Open Access Journal,https://www.omicsonline.org/pharmaceutica-analytica-acta.php
Pharmaceutical Bioprocessing Open Access Journal,http://www.openaccessjournals.com/journals/pharmaceutical-bioprocessing.html
Pharmaceutical Regulatory Affairs: Open Access Open Access Journal,https://www.omicsonline.org/pharmaceutical-regulatory-affairs-open-access.php
Pharmacoeconomics: Open Access Open Access Journal,https://www.omicsonline.org/pharmacoeconomics-open-access.php
Research & Reviews in Pharmacy and Pharmaceutical Sciences Open Access Journal,http://www.rroij.com/pharmacy-and-pharmaceutical-sciences.php
Research & Reviews: Drug Delivery ,http://www.rroij.com/drug-delivery.php
Research & Reviews: Journal of Hospital and Clinical Pharmacy Open Access Journal,http://www.rroij.com/hospital-and-clinical-pharmacy.php
Research & Reviews: Journal of Pharmaceutical Analysis Open Access Journal,http://www.rroij.com/pharmaceutical-analysis.php
Research & Reviews: Journal of Pharmaceutical Quality Assurance Open Access Journal,http://www.rroij.com/pharmaceutical-quality-assurance.php
Research & Reviews: Journal of Pharmaceutics and Nanotechnology Open Access Journal,http://www.rroij.com/pharmaceutics-and-nanotechnology.php
Research & Reviews: Journal of Pharmacognosy and Phytochemistry Open Access Journal,http://www.rroij.com/pharmacognosy-and-phytochemistry.php
Research & Reviews: Journal of Pharmacology and Toxicological Studies Open Access Journal,http://www.rroij.com/pharmacology-and-toxicological-studies.php
Fluid Mechanics: Open Access Open Access Journal,https://www.omicsonline.org/fluid-mechanics.php
Journal of Astrophysics & Aerospace Technology Open Access Journal,https://www.omicsonline.org/astrophysics-aerospace-technology.php
"Journal of Lasers, Optics & Photonics Open Access Journal",https://www.omicsonline.org/lasers-optics-photonics.php
Journal of Physics & Astronomy ,http://www.tsijournals.com/journals/journal-of-physics-astronomy.html
Journal of Respiratory Medicine ,https://www.omicsonline.org/journal-respiratory-medicine.php
Journal of Scientific and Industrial Metrology Open Access Journal,http://metrology.imedpub.com/
Journal of Space Exploration ,http://www.tsijournals.com/journals/journal-of-space-exploration.html
Research & Reviews: Journal of Pure and Applied Physics Open Access Journal,http://www.rroij.com/pure-and-applied-physics.php
Rheology: Open Access ,https://www.omicsonline.org/rheology-open-access.php
Anthropology Open Access Journal,https://www.omicsonline.org/anthropology.php
Arts and Social Sciences Journal Open Access Journal,https://www.omicsonline.org/arts-and-social-sciences-journal.php
Intellectual Property Rights: Open Access Open Access Journal,https://www.omicsonline.org/intellectual-property-rights.php
Journal of Anthropology Reports Open Access Journal,https://www.omicsonline.org/forensic-anthropology.php
Journal of Civil & Legal Sciences Open Access Journal,https://www.omicsonline.org/civil-legal-sciences.php
Journal of Defense Management Open Access Journal,https://www.omicsonline.org/defense-management.php
Journal of Mass Communication & Journalism Open Access Journal,https://www.omicsonline.org/mass-communication-journalism.php
Journal of Political Sciences & Public Affairs Open Access Journal,https://www.omicsonline.org/political-sciences-public-affairs.php
"Journal of Socialomics Official journal of SILAE (Italy), Italo-Latin American Society of Ethnomedicine",https://www.omicsonline.org/socialomics.php
Research & Reviews: Journal of Educational Studies Open Access Journal,http://www.rroij.com/educational-studies.php
Research & Reviews: Journal of Social Sciences Open Access Journal,http://www.rroij.com/social-sciences.php
Sociology and Criminology-Open Access Open Access Journal,https://www.omicsonline.org/sociology-and-criminology.php
Journal of Animal Health and Behavioural Science ,https://www.omicsonline.org/animal-health-behavioural-science.php
Journal of Animal Research and Nutrition Open Access Journal,http://animalnutrition.imedpub.com
Journal of Animal Sciences and Livestock Production Open Access,http://www.imedpub.com/animal-sciences-and-livestock-production/
Journal of Veterinary Medicine and Allied Science ,http://www.alliedacademies.org/veterinary-medicine-and-allied-science/
Journal of Veterinary Medicine and Health ,https://www.omicsonline.org/journal-veterinary-medicine-health.php
Journal of Veterinary Pathology Research ,https://www.omicsonline.org/journal-veterinary-pathology-research.php
Journal of Veterinary Science & Medical Diagnosis Hybrid Open Access Journal,https://www.scitechnol.com/veterinary-science-medical-diagnosis.php
Journal of Veterinary Science & Technology Open Access Journal,https://www.omicsonline.org/veterinary-science-technology.php
Research & Reviews: Journal of Veterinary Sciences Open Access Journal,http://www.rroij.com/veternary-sciences.php
Research & Reviews: Journal of Zoological Sciences Open Access Journal,http://www.rroij.com/zoological-sciences.php
